archived,availability,catalog_year,category_group,category_group_id,category_original,currency,description,display_language,durability,evidence,evidence_score,extraction_confidence,extraction_method,fulfillment_class,fulfillment_id,fulfillment_score,historical_price_usd,item_name,last_updated,manufacturer,mapping_confidence,model_part_number,need_id,need_match_score,need_path,need_rank,page_id,part_number,product_name,product_node_id,recall_class,recommended_action,record_id,record_kind,record_status,record_type,risk,risk_type,score_status,source_file,source_language,source_page,source_record_id,source_title,source_uid,source_url,source_vendor,spec_text,survival_value,title,total_cost,tree_node_id,tree_path_ids,value_score
True,Historical catalog,2014,Wire / Cable / Terminals,pg-energy-wire,Wire / Cable / Terminals,,"and others with up to a .75"" outside diameter. up to a .50” outside diameter.",English,81,"MCM Electronics Catalog 57, PDF page 80",72,medium,table_row,need-energy-electricity,need-energy-electricity,71,,Cable Tester,2014,MCM Electronics,medium,572,need-energy,78,Energy / Electrical / Wire,9,pg-energy-wire-page-004,572,Cable Tester,item-cat-008516,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-008516,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,25,,Provisional heuristic; recalculate from User Profile and current offer evidence.,"2014 MCMelectronics_com Catalog 57 -- null -- Volume catalog 57, -- MCM Electronics -- 53548c3340b321b2ed844f17074f7c87 -- Anna’s Archive.pdf",English,80,572,MCM Electronics Catalog 57,SRC-0118,,MCM Electronics,"two “AA” alkaline batteries (not included) 572 and others with up to a .75"" outside diameter. up to a .50” outside diameter.",66,Cable Tester,,pg-energy-wire,"['human-consumer', 'human-needs', 'need-energy', 'need-energy-electricity', 'pg-energy-wire', 'pg-energy-wire-page-004', 'item-cat-008516']",
True,Historical catalog,2014,Wire / Cable / Terminals,pg-energy-wire,Wire / Cable / Terminals,,"Schoeps CCM-U,CMC,MK Series. Shure 5708S",English,85,"MCM Electronics Catalog 57, PDF page 80",72,medium,table_row,need-energy-electricity,need-energy-electricity,79,,Cable Tester,2014,MCM Electronics,medium,649B.,need-energy,78,Energy / Electrical / Wire,9,pg-energy-wire-page-004,649B.,Cable Tester,item-cat-008517,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-008517,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,18,,Provisional heuristic; recalculate from User Profile and current offer evidence.,"2014 MCMelectronics_com Catalog 57 -- null -- Volume catalog 57, -- MCM Electronics -- 53548c3340b321b2ed844f17074f7c87 -- Anna’s Archive.pdf",English,80,649B.,MCM Electronics Catalog 57,SRC-0118,,MCM Electronics,"649B. Schoeps CCM-U,CMC,MK Series. Shure 5708S, 166. Most podium or headset style microphones with",66,Cable Tester,,pg-energy-wire,"['human-consumer', 'human-needs', 'need-energy', 'need-energy-electricity', 'pg-energy-wire', 'pg-energy-wire-page-004', 'item-cat-008517']",
True,Historical catalog,2014,Wire / Cable / Terminals,pg-energy-wire,Wire / Cable / Terminals,,Audio-Technica AT803B,English,85,"MCM Electronics Catalog 57, PDF page 80",72,medium,table_row,need-energy-electricity,need-energy-electricity,76,,Cable Tester,2014,MCM Electronics,medium,C567.,need-energy,78,Energy / Electrical / Wire,9,pg-energy-wire-page-005,C567.,Cable Tester,item-cat-008518,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-008518,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,23,,Provisional heuristic; recalculate from User Profile and current offer evidence.,"2014 MCMelectronics_com Catalog 57 -- null -- Volume catalog 57, -- MCM Electronics -- 53548c3340b321b2ed844f17074f7c87 -- Anna’s Archive.pdf",English,80,C567.,MCM Electronics Catalog 57,SRC-0118,,MCM Electronics,Dimensions: Inside (dia): C567. Audio-Technica AT803B,66,Cable Tester,,pg-energy-wire,"['human-consumer', 'human-needs', 'need-energy', 'need-energy-electricity', 'pg-energy-wire', 'pg-energy-wire-page-005', 'item-cat-008518']",
True,Historical catalog,2014,Wire / Cable / Terminals,pg-energy-wire,Wire / Cable / Terminals,,"Shure SSM57, PE65, PE66, SM63, SM94",English,84,"MCM Electronics Catalog 57, PDF page 80",72,medium,table_row,need-energy-electricity,need-energy-electricity,73,,"M422, CK703, MC722, 724. E.V. D054, 653A/B",2014,MCM Electronics,medium,MKHB80.,need-energy,78,Energy / Electrical / Wire,9,pg-energy-wire-page-005,MKHB80.,"M422, CK703, MC722, 724. E.V. D054, 653A/B",item-cat-008519,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-008519,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,22,,Provisional heuristic; recalculate from User Profile and current offer evidence.,"2014 MCMelectronics_com Catalog 57 -- null -- Volume catalog 57, -- MCM Electronics -- 53548c3340b321b2ed844f17074f7c87 -- Anna’s Archive.pdf",English,80,MKHB80.,MCM Electronics Catalog 57,SRC-0118,,MCM Electronics,"= Thirteen-In-One Cable Tester MKHB80. Shure SSM57, PE65, PE66, SM63, SM94",66,"M422, CK703, MC722, 724. E.V. D054, 653A/B",,pg-energy-wire,"['human-consumer', 'human-needs', 'need-energy', 'need-energy-electricity', 'pg-energy-wire', 'pg-energy-wire-page-005', 'item-cat-008519']",
True,Historical catalog,2014,Power Supplies / Electrical Components,pg-energy-power,Power Supplies / Electrical Components,,"Neumann KM130, 131, 140, 143, 145, 150",English,82,"MCM Electronics Catalog 57, PDF page 80",72,medium,table_row,need-energy-electricity,need-energy-electricity,79,,"M422, CK703, MC722, 724. E.V. D054, 653A/B",2014,MCM Electronics,medium,RE85.,need-energy,78,Energy / Electrical Components,9,pg-energy-power-page-001,RE85.,"M422, CK703, MC722, 724. E.V. D054, 653A/B",item-cat-008520,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-008520,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,20,,Provisional heuristic; recalculate from User Profile and current offer evidence.,"2014 MCMelectronics_com Catalog 57 -- null -- Volume catalog 57, -- MCM Electronics -- 53548c3340b321b2ed844f17074f7c87 -- Anna’s Archive.pdf",English,80,RE85.,MCM Electronics Catalog 57,SRC-0118,,MCM Electronics,"supplying phantom power. Specifications: *Input Rotary switch selects each signal RE85. Neumann KM130, 131, 140, 143, 145, 150",66,"M422, CK703, MC722, 724. E.V. D054, 653A/B",,pg-energy-power,"['human-consumer', 'human-needs', 'need-energy', 'need-energy-electricity', 'pg-energy-power', 'pg-energy-power-page-001', 'item-cat-008520']",
True,Historical catalog,2014,Wire / Cable / Terminals,pg-energy-wire,Wire / Cable / Terminals,,"Sennheiser MKE-40, MKE-60. Sure SM83A",English,79,"MCM Electronics Catalog 57, PDF page 80",72,medium,table_row,need-energy-electricity,need-energy-electricity,76,,Cable Tester,2014,MCM Electronics,medium,VLP-1.,need-energy,78,Energy / Electrical / Wire,9,pg-energy-wire-page-005,VLP-1.,Cable Tester,item-cat-008521,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-008521,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,16,,Provisional heuristic; recalculate from User Profile and current offer evidence.,"2014 MCMelectronics_com Catalog 57 -- null -- Volume catalog 57, -- MCM Electronics -- 53548c3340b321b2ed844f17074f7c87 -- Anna’s Archive.pdf",English,80,VLP-1.,MCM Electronics Catalog 57,SRC-0118,,MCM Electronics,"C451, C452, C460, CK1,CK2, D109,D110. VLP-1. Sennheiser MKE-40, MKE-60. Sure SM83A",66,Cable Tester,,pg-energy-wire,"['human-consumer', 'human-needs', 'need-energy', 'need-energy-electricity', 'pg-energy-wire', 'pg-energy-wire-page-005', 'item-cat-008521']",
True,Historical catalog,2014,Electronic Components / Test Electronics,pg-communication-electronics,Electronic Components / Test Electronics,,Mounting Flange,English,69,"MCM Electronics Catalog 57, PDF page 81",72,medium,table_row,need-communication-data-storage,need-communication-data-storage,77,,1100 Series -Lapel,2014,MCM Electronics,medium,g6.99,need-communication,78,Communication / Electronic Components,11,pg-communication-electronics-page-002,g6.99,1100 Series -Lapel,item-cat-008522,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-008522,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,25,,Provisional heuristic; recalculate from User Profile and current offer evidence.,"2014 MCMelectronics_com Catalog 57 -- null -- Volume catalog 57, -- MCM Electronics -- 53548c3340b321b2ed844f17074f7c87 -- Anna’s Archive.pdf",English,81,g6.99,MCM Electronics Catalog 57,SRC-0118,,MCM Electronics,35-4285 Four —_—Black g6.99 Mounting Flange,58,1100 Series -Lapel,,pg-communication-electronics,"['human-consumer', 'human-needs', 'need-communication', 'need-communication-data-storage', 'pg-communication-electronics', 'pg-communication-electronics-page-002', 'item-cat-008522']",
True,Historical catalog,2014,Electronic Components / Test Electronics,pg-communication-electronics,Electronic Components / Test Electronics,,=—_—“§$§s«séFixed =,English,66,"MCM Electronics Catalog 57, PDF page 83",72,medium,table_row,need-communication-data-storage,need-communication-data-storage,76,,"35-5635 PRO-T-SHORT-T 19.3°-30"" 79.99 35-5665 =JS-MC100_— No $19.99",2014,MCM Electronics,medium,JS-MCFB100,need-communication,78,Communication / Electronic Components,11,pg-communication-electronics-page-002,JS-MCFB100,"35-5635 PRO-T-SHORT-T 19.3°-30"" 79.99 35-5665 =JS-MC100_— No $19.99",item-cat-008523,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-008523,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,14,,Provisional heuristic; recalculate from User Profile and current offer evidence.,"2014 MCMelectronics_com Catalog 57 -- null -- Volume catalog 57, -- MCM Electronics -- 53548c3340b321b2ed844f17074f7c87 -- Anna’s Archive.pdf",English,83,JS-MCFB100,MCM Electronics Catalog 57,SRC-0118,,MCM Electronics,35-5670 JS-MCFB100 =—_—“§$§s«séFixed = 29.99,58,"35-5635 PRO-T-SHORT-T 19.3°-30"" 79.99 35-5665 =JS-MC100_— No $19.99",,pg-communication-electronics,"['human-consumer', 'human-needs', 'need-communication', 'need-communication-data-storage', 'pg-communication-electronics', 'pg-communication-electronics-page-002', 'item-cat-008523']",
True,Historical catalog,2014,Electronic Components / Test Electronics,pg-communication-electronics,Electronic Components / Test Electronics,,“Fixed $25.99,English,71,"MCM Electronics Catalog 57, PDF page 83",72,medium,table_row,need-communication-data-storage,need-communication-data-storage,76,,Short,2014,MCM Electronics,medium,JS-MCFB50,need-communication,78,Communication / Electronic Components,11,pg-communication-electronics-page-018,JS-MCFB50,Short,item-cat-008524,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-008524,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,25,,Provisional heuristic; recalculate from User Profile and current offer evidence.,"2014 MCMelectronics_com Catalog 57 -- null -- Volume catalog 57, -- MCM Electronics -- 53548c3340b321b2ed844f17074f7c87 -- Anna’s Archive.pdf",English,83,JS-MCFB50,MCM Electronics Catalog 57,SRC-0118,,MCM Electronics,"34.6"" $39.99 35-5685 JS-MCFB50 “Fixed $25.99",58,Short,,pg-communication-electronics,"['human-consumer', 'human-needs', 'need-communication', 'need-communication-data-storage', 'pg-communication-electronics', 'pg-communication-electronics-page-018', 'item-cat-008524']",
True,Historical catalog,2014,Electronic Components / Test Electronics,pg-communication-electronics,Electronic Components / Test Electronics,,Telescoping,English,65,"MCM Electronics Catalog 57, PDF page 83",72,medium,table_row,need-communication-data-storage,need-communication-data-storage,70,,"35-5635 PRO-T-SHORT-T 19.3°-30"" 79.99 35-5665 =JS-MC100_— No $19.99",2014,MCM Electronics,medium,JS-MCTB200,need-communication,78,Communication / Electronic Components,11,pg-communication-electronics-page-002,JS-MCTB200,"35-5635 PRO-T-SHORT-T 19.3°-30"" 79.99 35-5665 =JS-MC100_— No $19.99",item-cat-008525,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-008525,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,20,,Provisional heuristic; recalculate from User Profile and current offer evidence.,"2014 MCMelectronics_com Catalog 57 -- null -- Volume catalog 57, -- MCM Electronics -- 53548c3340b321b2ed844f17074f7c87 -- Anna’s Archive.pdf",English,83,JS-MCTB200,MCM Electronics Catalog 57,SRC-0118,,MCM Electronics,35-5675 JS-MCTB200 Telescoping 32.99,58,"35-5635 PRO-T-SHORT-T 19.3°-30"" 79.99 35-5665 =JS-MC100_— No $19.99",,pg-communication-electronics,"['human-consumer', 'human-needs', 'need-communication', 'need-communication-data-storage', 'pg-communication-electronics', 'pg-communication-electronics-page-002', 'item-cat-008525']",
True,Historical catalog,2014,Electronic Components / Test Electronics,pg-communication-electronics,Electronic Components / Test Electronics,,Telescoping,English,71,"MCM Electronics Catalog 57, PDF page 83",72,medium,table_row,need-communication-data-storage,need-communication-data-storage,70,,Short,2014,MCM Electronics,medium,JS-MCTB50,need-communication,78,Communication / Electronic Components,11,pg-communication-electronics-page-018,JS-MCTB50,Short,item-cat-008526,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-008526,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,14,,Provisional heuristic; recalculate from User Profile and current offer evidence.,"2014 MCMelectronics_com Catalog 57 -- null -- Volume catalog 57, -- MCM Electronics -- 53548c3340b321b2ed844f17074f7c87 -- Anna’s Archive.pdf",English,83,JS-MCTB50,MCM Electronics Catalog 57,SRC-0118,,MCM Electronics,"35-5625 Stackable 69.99 35-5660 ULTI-BOOM-FB Fixed 34.3"" 24.99 35-5690 JS-MCTB50 Telescoping 29.99",58,Short,,pg-communication-electronics,"['human-consumer', 'human-needs', 'need-communication', 'need-communication-data-storage', 'pg-communication-electronics', 'pg-communication-electronics-page-018', 'item-cat-008526']",
True,Historical catalog,2014,Electronic Components / Test Electronics,pg-communication-electronics,Electronic Components / Test Electronics,,to 1790mm *Die cast base with,English,64,"MCM Electronics Catalog 57, PDF page 84",72,medium,table_row,need-communication-data-storage,need-communication-data-storage,71,,Topline One Hand,2014,MCM Electronics,medium,1060mm,need-communication,78,Communication / Electronic Components,11,pg-communication-electronics-page-020,1060mm,Topline One Hand,item-cat-008527,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-008527,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,23,,Provisional heuristic; recalculate from User Profile and current offer evidence.,"2014 MCMelectronics_com Catalog 57 -- null -- Volume catalog 57, -- MCM Electronics -- 53548c3340b321b2ed844f17074f7c87 -- Anna’s Archive.pdf",English,84,1060mm,MCM Electronics Catalog 57,SRC-0118,,MCM Electronics,*Weight: 2.1kg height: 900mm to 1600mm *Steel 1060mm to 1790mm *Die cast base with,58,Topline One Hand,,pg-communication-electronics,"['human-consumer', 'human-needs', 'need-communication', 'need-communication-data-storage', 'pg-communication-electronics', 'pg-communication-electronics-page-020', 'item-cat-008527']",
True,Historical catalog,2014,Electronic Components / Test Electronics,pg-communication-electronics,Electronic Components / Test Electronics,,extending design *Leg,English,71,"MCM Electronics Catalog 57, PDF page 84",72,medium,table_row,need-communication-data-storage,need-communication-data-storage,77,,K&M KONIG & MEYER,2014,MCM Electronics,medium,2-Piece,need-communication,78,Communication / Electronic Components,11,pg-communication-electronics-page-011,2-Piece,K&M KONIG & MEYER,item-cat-008528,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-008528,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,20,,Provisional heuristic; recalculate from User Profile and current offer evidence.,"2014 MCMelectronics_com Catalog 57 -- null -- Volume catalog 57, -- MCM Electronics -- 53548c3340b321b2ed844f17074f7c87 -- Anna’s Archive.pdf",English,84,2-Piece,MCM Electronics Catalog 57,SRC-0118,,MCM Electronics,Two-piece telescopic design *Boom 2-Piece extending design *Leg,58,K&M KONIG & MEYER,,pg-communication-electronics,"['human-consumer', 'human-needs', 'need-communication', 'need-communication-data-storage', 'pg-communication-electronics', 'pg-communication-electronics-page-011', 'item-cat-008528']",
True,Historical catalog,2014,Electronic Components / Test Electronics,pg-communication-electronics,Electronic Components / Test Electronics,,°*Steel construction «Weight: 2.88kg,English,72,"MCM Electronics Catalog 57, PDF page 84",72,medium,table_row,need-communication-data-storage,need-communication-data-storage,76,,K&M KONIG & MEYER,2014,MCM Electronics,medium,280mm,need-communication,78,Communication / Electronic Components,11,pg-communication-electronics-page-011,280mm,K&M KONIG & MEYER,item-cat-008529,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-008529,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,18,,Provisional heuristic; recalculate from User Profile and current offer evidence.,"2014 MCMelectronics_com Catalog 57 -- null -- Volume catalog 57, -- MCM Electronics -- 53548c3340b321b2ed844f17074f7c87 -- Anna’s Archive.pdf",English,84,280mm,MCM Electronics Catalog 57,SRC-0118,,MCM Electronics,aa 280mm °*Steel construction «Weight: 2.88kg,58,K&M KONIG & MEYER,,pg-communication-electronics,"['human-consumer', 'human-needs', 'need-communication', 'need-communication-data-storage', 'pg-communication-electronics', 'pg-communication-electronics-page-011', 'item-cat-008529']",
True,Historical catalog,2014,Lighting / Lamps / LEDs,pg-energy-lighting,Lighting / Lamps / LEDs,,==—Sst~<Ctst‘“C;C:é‘« to be adjusted with a quick squeeze,English,78,"MCM Electronics Catalog 57, PDF page 84",72,medium,table_row,need-energy-efficient-appliances,need-energy-efficient-appliances,74,,K&M KONIG & MEYER,2014,MCM Electronics,medium,355475,need-energy,78,Energy / Lighting,9,pg-energy-lighting-page-003,355475,K&M KONIG & MEYER,item-cat-008530,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-008530,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,24,,Provisional heuristic; recalculate from User Profile and current offer evidence.,"2014 MCMelectronics_com Catalog 57 -- null -- Volume catalog 57, -- MCM Electronics -- 53548c3340b321b2ed844f17074f7c87 -- Anna’s Archive.pdf",English,84,355475,MCM Electronics Catalog 57,SRC-0118,,MCM Electronics,folding design *Boom arm clamp: Wing nut 355475 ==—Sst~<Ctst‘“C;C:é‘« to be adjusted with a quick squeeze,66,K&M KONIG & MEYER,,pg-energy-lighting,"['human-consumer', 'human-needs', 'need-energy', 'need-energy-efficient-appliances', 'pg-energy-lighting', 'pg-energy-lighting-page-003', 'item-cat-008530']",
True,Historical catalog,2014,Electronic Components / Test Electronics,pg-communication-electronics,Electronic Components / Test Electronics,,model 21080: *Boom arm: K&M KONIG & MEYER,English,65,"MCM Electronics Catalog 57, PDF page 84",72,medium,table_row,need-communication-data-storage,need-communication-data-storage,77,,K&M KONIG & MEYER,2014,MCM Electronics,medium,805mm,need-communication,78,Communication / Electronic Components,11,pg-communication-electronics-page-011,805mm,K&M KONIG & MEYER,item-cat-008531,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-008531,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,26,,Provisional heuristic; recalculate from User Profile and current offer evidence.,"2014 MCMelectronics_com Catalog 57 -- null -- Volume catalog 57, -- MCM Electronics -- 53548c3340b321b2ed844f17074f7c87 -- Anna’s Archive.pdf",English,84,805mm,MCM Electronics Catalog 57,SRC-0118,,MCM Electronics,805mm model 21080: *Boom arm: K&M KONIG & MEYER,58,K&M KONIG & MEYER,,pg-communication-electronics,"['human-consumer', 'human-needs', 'need-communication', 'need-communication-data-storage', 'pg-communication-electronics', 'pg-communication-electronics-page-011', 'item-cat-008531']",
True,Historical catalog,2014,Water Filtration,pg-water-filtration,Water Filtration,,to 1600mm *Steel construction for noise filtration *Leg construction,English,78,"MCM Electronics Catalog 57, PDF page 84",72,medium,table_row,need-water-water-filtration,need-water-water-filtration,76,,Baseline Microphone Stand,2014,MCM Electronics,medium,890mm,need-water,78,Water / Filtration,2,pg-water-filtration-page-001,890mm,Baseline Microphone Stand,item-cat-008532,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-008532,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,26,,Provisional heuristic; recalculate from User Profile and current offer evidence.,"2014 MCMelectronics_com Catalog 57 -- null -- Volume catalog 57, -- MCM Electronics -- 53548c3340b321b2ed844f17074f7c87 -- Anna’s Archive.pdf",English,84,890mm,MCM Electronics Catalog 57,SRC-0118,,MCM Electronics,Instantly turn any mic stand into a boom stand with 890mm to 1600mm *Steel construction for noise filtration *Leg construction,96,Baseline Microphone Stand,,pg-water-filtration,"['human-consumer', 'human-needs', 'need-water', 'need-water-water-filtration', 'pg-water-filtration', 'pg-water-filtration-page-001', 'item-cat-008532']",
True,Historical catalog,2014,Audio / Video / Display,pg-communication-av,Audio / Video / Display,,K&M KONIG & MEYER a MCMeh PLES,English,66,"MCM Electronics Catalog 57, PDF page 84",72,medium,table_row,need-communication-alerts-news,need-communication-alerts-news,70,,K&M KONIG & MEYER a MCMeh PLES,2014,MCM Electronics,medium,97S,need-communication,78,Communication / Audio / Video,11,pg-communication-av-page-003,97S,K&M KONIG & MEYER a MCMeh PLES,item-cat-008533,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-008533,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,18,,Provisional heuristic; recalculate from User Profile and current offer evidence.,"2014 MCMelectronics_com Catalog 57 -- null -- Volume catalog 57, -- MCM Electronics -- 53548c3340b321b2ed844f17074f7c87 -- Anna’s Archive.pdf",English,84,97S,MCM Electronics Catalog 57,SRC-0118,,MCM Electronics,microphone stand and boom offers 97S,58,K&M KONIG & MEYER a MCMeh PLES,,pg-communication-av,"['human-consumer', 'human-needs', 'need-communication', 'need-communication-alerts-news', 'pg-communication-av', 'pg-communication-av-page-003', 'item-cat-008533']",
True,Historical catalog,2014,Audio / Video / Display,pg-communication-av,Audio / Video / Display,,Fixed Topline Microphone Stand,English,67,"MCM Electronics Catalog 57, PDF page 84",72,medium,table_row,need-communication-alerts-news,need-communication-alerts-news,76,,K&M KONIG & MEYER,2014,MCM Electronics,medium,JS-FB100,need-communication,78,Communication / Audio / Video,11,pg-communication-av-page-003,JS-FB100,K&M KONIG & MEYER,item-cat-008534,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-008534,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,20,,Provisional heuristic; recalculate from User Profile and current offer evidence.,"2014 MCMelectronics_com Catalog 57 -- null -- Volume catalog 57, -- MCM Electronics -- 53548c3340b321b2ed844f17074f7c87 -- Anna’s Archive.pdf",English,84,JS-FB100,MCM Electronics Catalog 57,SRC-0118,,MCM Electronics,35-5695 JS-FB100 Fixed Topline Microphone Stand 35-5490,58,K&M KONIG & MEYER,,pg-communication-av,"['human-consumer', 'human-needs', 'need-communication', 'need-communication-alerts-news', 'pg-communication-av', 'pg-communication-av-page-003', 'item-cat-008534']",
True,Historical catalog,2014,Electronic Components / Test Electronics,pg-communication-electronics,Electronic Components / Test Electronics,,Telascoping,English,66,"MCM Electronics Catalog 57, PDF page 84",72,medium,table_row,need-communication-data-storage,need-communication-data-storage,79,,K&M KONIG & MEYER,2014,MCM Electronics,medium,JS-TB100,need-communication,78,Communication / Electronic Components,11,pg-communication-electronics-page-011,JS-TB100,K&M KONIG & MEYER,item-cat-008535,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-008535,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,26,,Provisional heuristic; recalculate from User Profile and current offer evidence.,"2014 MCMelectronics_com Catalog 57 -- null -- Volume catalog 57, -- MCM Electronics -- 53548c3340b321b2ed844f17074f7c87 -- Anna’s Archive.pdf",English,84,JS-TB100,MCM Electronics Catalog 57,SRC-0118,,MCM Electronics,35-5700 JS-TB100 Telascoping,58,K&M KONIG & MEYER,,pg-communication-electronics,"['human-consumer', 'human-needs', 'need-communication', 'need-communication-data-storage', 'pg-communication-electronics', 'pg-communication-electronics-page-011', 'item-cat-008535']",
True,Historical catalog,2014,Electronic Components / Test Electronics,pg-communication-electronics,Electronic Components / Test Electronics,,$53.99 _MCM Part # Color ONLY,English,72,"MCM Electronics Catalog 57, PDF page 85",72,medium,table_row,need-communication-data-storage,need-communication-data-storage,75,,K&M KONIG & MEYER,2014,MCM Electronics,medium,130mm,need-communication,78,Communication / Electronic Components,11,pg-communication-electronics-page-011,130mm,K&M KONIG & MEYER,item-cat-008536,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-008536,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,26,,Provisional heuristic; recalculate from User Profile and current offer evidence.,"2014 MCMelectronics_com Catalog 57 -- null -- Volume catalog 57, -- MCM Electronics -- 53548c3340b321b2ed844f17074f7c87 -- Anna’s Archive.pdf",English,85,130mm,MCM Electronics Catalog 57,SRC-0118,,MCM Electronics,35-5310 130mm $53.99 _MCM Part # Color ONLY,58,K&M KONIG & MEYER,,pg-communication-electronics,"['human-consumer', 'human-needs', 'need-communication', 'need-communication-data-storage', 'pg-communication-electronics', 'pg-communication-electronics-page-011', 'item-cat-008536']",
True,Historical catalog,2014,Wire / Cable / Terminals,pg-energy-wire,Wire / Cable / Terminals,,"XLR-jack *Plug connection mixer: 3-pin XLR- °#35-5310 Shield diameter is 330mm to 70mm on the mounting rail Thread connector: */s""",English,83,"MCM Electronics Catalog 57, PDF page 85",72,medium,table_row,need-energy-electricity,need-energy-electricity,76,,K&M KONIG & MEYER,2014,MCM Electronics,medium,3-pin,need-energy,78,Energy / Electrical / Wire,9,pg-energy-wire-page-005,3-pin,K&M KONIG & MEYER,item-cat-008537,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-008537,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,25,,Provisional heuristic; recalculate from User Profile and current offer evidence.,"2014 MCMelectronics_com Catalog 57 -- null -- Volume catalog 57, -- MCM Electronics -- 53548c3340b321b2ed844f17074f7c87 -- Anna’s Archive.pdf",English,85,3-pin,MCM Electronics Catalog 57,SRC-0118,,MCM Electronics,"3-pin XLR-jack *Plug connection mixer: 3-pin XLR- °#35-5310 Shield diameter is 330mm to 70mm on the mounting rail Thread connector: */s""",66,K&M KONIG & MEYER,,pg-energy-wire,"['human-consumer', 'human-needs', 'need-energy', 'need-energy-electricity', 'pg-energy-wire', 'pg-energy-wire-page-005', 'item-cat-008537']",
True,Historical catalog,2014,Wire / Cable / Terminals,pg-energy-wire,Wire / Cable / Terminals,,*Gooseneck diameter: 8mm *Gooseneck length: inserts absorb noise and shock. Features: *Noise and,English,78,"MCM Electronics Catalog 57, PDF page 85",72,medium,table_row,need-energy-electricity,need-energy-electricity,77,,K&M KONIG & MEYER,2014,MCM Electronics,medium,30mm,need-energy,78,Energy / Electrical / Wire,9,pg-energy-wire-page-005,30mm,K&M KONIG & MEYER,item-cat-008538,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-008538,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,22,,Provisional heuristic; recalculate from User Profile and current offer evidence.,"2014 MCMelectronics_com Catalog 57 -- null -- Volume catalog 57, -- MCM Electronics -- 53548c3340b321b2ed844f17074f7c87 -- Anna’s Archive.pdf",English,85,30mm,MCM Electronics Catalog 57,SRC-0118,,MCM Electronics,"Features: *Black, hard wired i 30mm *Gooseneck diameter: 8mm *Gooseneck length: inserts absorb noise and shock. Features: *Noise and",66,K&M KONIG & MEYER,,pg-energy-wire,"['human-consumer', 'human-needs', 'need-energy', 'need-energy-electricity', 'pg-energy-wire', 'pg-energy-wire-page-005', 'item-cat-008538']",
