record_id,record_type,need_id,need_rank,need_path,fulfillment_id,fulfillment_class,category_original,category_group_id,page_id,product_node_id,item_name,manufacturer,model_part_number,source_uid,source_vendor,source_record_id,source_url,record_status,availability,recall_class,risk_type,problem,recommended_action,last_updated,archived,catalog_year,historical_price_usd,currency,total_cost,fulfillment_score,value_score,need_match_score,survival_value,durability,risk,evidence_score,evidence,source_language
HC-58698,product_safety_recall,need-shelter,4,Shelter / Housing / Weather Protection / Furnishings,need-shelter-furnishings,Furnishings,Articles de maison,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6-page-005,product-hc-58698,Princess Auto rappelle les élévateurs pour panneaux de cloison sèche Powerfist,,,SRC-HC-RECALLS,Sécurité des produits de consommation,58698,https://recalls-rappels.canada.ca/fr/avis-rappel/princess-auto-rappelle-elevateurs-pour-panneaux-cloison-seche-powerfist,Current recall / safety evidence,Safety evidence only — current market availability not established,,,,,2018-12-06,False,,,,,,,90,85,,50,67,Health Canada recall / safety notice,French / bilingual source
HC-58696,product_safety_recall,need-shelter,4,Shelter / Housing / Weather Protection / Furnishings,need-shelter-furnishings,Furnishings,Articles de maison,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6-page-005,product-hc-58696,Rappel élargi : Skip Hop élargit le rappel visant les chaises hautes convertibles Tuo,,,SRC-HC-RECALLS,Sécurité des produits de consommation,58696,https://recalls-rappels.canada.ca/fr/avis-rappel/rappel-elargi-skip-hop-elargit-rappel-visant-chaises-hautes-convertibles-tuo,Current recall / safety evidence,Safety evidence only — current market availability not established,,Risque de chute,Risque de chute,,2018-12-06,False,,,,,,,90,85,,65,78,Health Canada recall / safety notice,French / bilingual source
HC-58890,product_safety_recall,need-shelter,4,Shelter / Housing / Weather Protection / Furnishings,need-shelter-furnishings,Furnishings,Articles de maison,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6-page-005,product-hc-58890,dormakaba USA Inc. rappelle les serrures commerciales Stanley,,,SRC-HC-RECALLS,Sécurité des produits de consommation,58890,https://recalls-rappels.canada.ca/fr/avis-rappel/dormakaba-usa-inc-rappelle-serrures-commerciales-stanley,Current recall / safety evidence,Safety evidence only — current market availability not established,,,,,2018-12-12,False,,,,,,,90,85,,50,67,Health Canada recall / safety notice,French / bilingual source
HC-58503,product_safety_recall,need-shelter,4,Shelter / Housing / Weather Protection / Furnishings,need-shelter-furnishings,Furnishings,Articles de maison,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6-page-005,product-hc-58503,Rappel élargi : TJX Canada rappelle les poignées en verre soufflé de marque Casa Décor,,,SRC-HC-RECALLS,Sécurité des produits de consommation,58503,https://recalls-rappels.canada.ca/fr/avis-rappel/rappel-elargi-tjx-canada-rappelle-poignees-en-verre-souffle-marque-casa-decor,Current recall / safety evidence,Safety evidence only — current market availability not established,,,,,2018-12-13,False,,,,,,,90,85,,50,67,Health Canada recall / safety notice,French / bilingual source
HC-58603,product_safety_recall,need-shelter,4,Shelter / Housing / Weather Protection / Furnishings,need-shelter-furnishings,Furnishings,Articles de maison,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6-page-005,product-hc-58603,Shermag rappelle les lits convertibles quatre en un Harrison,,,SRC-HC-RECALLS,Sécurité des produits de consommation,58603,https://recalls-rappels.canada.ca/fr/avis-rappel/shermag-rappelle-lits-convertibles-quatre-en-harrison-0,Current recall / safety evidence,Safety evidence only — current market availability not established,,,,,2019-01-15,False,,,,,,,90,85,,50,67,Health Canada recall / safety notice,French / bilingual source
HC-58978,product_safety_recall,need-shelter,4,Shelter / Housing / Weather Protection / Furnishings,need-shelter-furnishings,Furnishings,Articles de maison,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6-page-005,product-hc-58978,Conair Consumer Products ULC rappelle les gaufriers verticaux Cuisinart,,,SRC-HC-RECALLS,Sécurité des produits de consommation,58978,https://recalls-rappels.canada.ca/fr/avis-rappel/conair-consumer-products-ulc-rappelle-gaufriers-verticaux-cuisinart,Current recall / safety evidence,Safety evidence only — current market availability not established,,,,,2019-01-18,False,,,,,,,90,85,,50,67,Health Canada recall / safety notice,French / bilingual source
HC-58645,product_safety_recall,need-shelter,4,Shelter / Housing / Weather Protection / Furnishings,need-shelter-furnishings,Furnishings,Articles de maison,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6-page-005,product-hc-58645,Kidzdistrict rappelle les chaises hautes Oribel Cocoon,,,SRC-HC-RECALLS,Sécurité des produits de consommation,58645,https://recalls-rappels.canada.ca/fr/avis-rappel/kidzdistrict-rappelle-chaises-hautes-oribel-cocoon,Current recall / safety evidence,Safety evidence only — current market availability not established,,,,,2019-01-29,False,,,,,,,90,85,,50,67,Health Canada recall / safety notice,French / bilingual source
HC-58646,product_safety_recall,need-shelter,4,Shelter / Housing / Weather Protection / Furnishings,need-shelter-furnishings,Furnishings,Articles de maison,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6-page-005,product-hc-58646,RH rappelle des tables basses recouvertes de métal,,,SRC-HC-RECALLS,Sécurité des produits de consommation,58646,https://recalls-rappels.canada.ca/fr/avis-rappel/rh-rappelle-tables-basses-recouvertes-metal,Current recall / safety evidence,Safety evidence only — current market availability not established,,Risque physique,Risque physique,,2019-02-05,False,,,,,,,90,85,,50,78,Health Canada recall / safety notice,French / bilingual source
HC-58652,product_safety_recall,need-shelter,4,Shelter / Housing / Weather Protection / Furnishings,need-shelter-furnishings,Furnishings,Articles de maison,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6-page-005,product-hc-58652,Crate and Barrel Canada rappelle les bouteilles de lait en acrylique à l’effigie d’un ours festif,,,SRC-HC-RECALLS,Sécurité des produits de consommation,58652,https://recalls-rappels.canada.ca/fr/avis-rappel/crate-and-barrel-canada-rappelle-bouteilles-lait-en-acrylique-effigie-ours-festif,Current recall / safety evidence,Safety evidence only — current market availability not established,,Risque de lacération,Risque de lacération,,2019-02-06,False,,,,,,,90,85,,65,78,Health Canada recall / safety notice,French / bilingual source
HC-59044,product_safety_recall,need-shelter,4,Shelter / Housing / Weather Protection / Furnishings,need-shelter-furnishings,Furnishings,Articles de maison,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6-page-005,product-hc-59044,Dorel Home Canada rappelle des chaises pliantes en vinyle Cosco,,,SRC-HC-RECALLS,Sécurité des produits de consommation,59044,https://recalls-rappels.canada.ca/fr/avis-rappel/dorel-home-canada-rappelle-chaises-pliantes-en-vinyle-cosco,Current recall / safety evidence,Safety evidence only — current market availability not established,,Risque de chute,Risque de chute,,2019-03-06,False,,,,,,,90,85,,65,78,Health Canada recall / safety notice,French / bilingual source
HC-59017,product_safety_recall,need-shelter,4,Shelter / Housing / Weather Protection / Furnishings,need-shelter-furnishings,Furnishings,Articles de maison,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6-page-005,product-hc-59017,Stokes Inc. rappelle des bols pour soupe à l'oignon,,,SRC-HC-RECALLS,Sécurité des produits de consommation,59017,https://recalls-rappels.canada.ca/fr/avis-rappel/stokes-inc-rappelle-bols-pour-soupe-oignon,Current recall / safety evidence,Safety evidence only — current market availability not established,,Risque de brûlure,Risque de brûlure,,2019-03-18,False,,,,,,,90,85,,85,78,Health Canada recall / safety notice,French / bilingual source
HC-58669,product_safety_recall,need-shelter,4,Shelter / Housing / Weather Protection / Furnishings,need-shelter-furnishings,Furnishings,Articles de maison,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6-page-005,product-hc-58669,Air King Limited Canada rappelle les ancrages muraux fournis avec les hottes de cuisine Valencia de Air King,,,SRC-HC-RECALLS,Sécurité des produits de consommation,58669,https://recalls-rappels.canada.ca/fr/avis-rappel/air-king-limited-canada-rappelle-ancrages-muraux-fournis-avec-hottes-cuisine-valencia,Current recall / safety evidence,Safety evidence only — current market availability not established,,,,,2019-03-21,False,,,,,,,90,85,,50,67,Health Canada recall / safety notice,French / bilingual source
HC-59483,product_safety_recall,need-shelter,4,Shelter / Housing / Weather Protection / Furnishings,need-shelter-furnishings,Furnishings,Articles de maison,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6-page-005,product-hc-59483,"Cambridge Elevating Inc. rappelle certains ascenseurs résidentiels Elmira, Heritage et Hybrid",,,SRC-HC-RECALLS,Sécurité des produits de consommation,59483,https://recalls-rappels.canada.ca/fr/avis-rappel/cambridge-elevating-inc-rappelle-certains-ascenseurs-residentiels-elmira-heritage-et,Current recall / safety evidence,Safety evidence only — current market availability not established,,,,,2019-03-27,False,,,,,,,90,85,,50,67,Health Canada recall / safety notice,French / bilingual source
HC-59423,product_safety_recall,need-shelter,4,Shelter / Housing / Weather Protection / Furnishings,need-shelter-furnishings,Furnishings,Articles de maison,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6-page-005,product-hc-59423,Rappel de tasses de marque Indigo en raison d'un risque de brûlures et de lacération,,,SRC-HC-RECALLS,Sécurité des produits de consommation,59423,https://recalls-rappels.canada.ca/fr/avis-rappel/rappel-tasses-marque-indigo-en-raison-risque-brulures-et-laceration,Current recall / safety evidence,Safety evidence only — current market availability not established,,Risque de brûlure - Risque de lacération,Risque de brûlure - Risque de lacération,,2019-04-09,False,,,,,,,90,85,,85,78,Health Canada recall / safety notice,French / bilingual source
HC-59291,product_safety_recall,need-shelter,4,Shelter / Housing / Weather Protection / Furnishings,need-shelter-furnishings,Furnishings,Articles de maison,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6-page-004,product-hc-59291,Lits plateforme et rangement à baldaquin Callum rappelés en raison d'un risque de blessures,,,SRC-HC-RECALLS,Sécurité des produits de consommation,59291,https://recalls-rappels.canada.ca/fr/avis-rappel/lits-plateforme-et-rangement-baldaquin-callum-rappeles-en-raison-risque-blessures,Current recall / safety evidence,Safety evidence only — current market availability not established,,,,,2019-04-18,False,,,,,,,90,85,,65,67,Health Canada recall / safety notice,French / bilingual source
HC-59235,product_safety_recall,need-shelter,4,Shelter / Housing / Weather Protection / Furnishings,need-shelter-furnishings,Furnishings,Articles de maison,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6-page-004,product-hc-59235,Cafetières à piston recyclées Bodum + Starbucks rappelées en raison d'un risque de lacération,,,SRC-HC-RECALLS,Sécurité des produits de consommation,59235,https://recalls-rappels.canada.ca/fr/avis-rappel/cafetieres-piston-recyclees-bodum-starbucks-rappelees-en-raison-risque-laceration,Current recall / safety evidence,Safety evidence only — current market availability not established,,Risque de lacération,Risque de lacération,,2019-05-01,False,,,,,,,90,85,,65,78,Health Canada recall / safety notice,French / bilingual source
HC-59296,product_safety_recall,need-shelter,4,Shelter / Housing / Weather Protection / Furnishings,need-shelter-furnishings,Furnishings,Articles de maison,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6-page-004,product-hc-59296,Fauteuils pour jeux vidéo HOGANAS de JYSK Linen 'N Furniture rappelés en raison d'un risque de chute,,,SRC-HC-RECALLS,Sécurité des produits de consommation,59296,https://recalls-rappels.canada.ca/fr/avis-rappel/fauteuils-pour-jeux-video-hoganas-jysk-linen-n-furniture-rappeles-en-raison-risque,Current recall / safety evidence,Safety evidence only — current market availability not established,,,,,2019-05-01,False,,,,,,,90,85,,65,67,Health Canada recall / safety notice,French / bilingual source
HC-58750,product_safety_recall,need-shelter,4,Shelter / Housing / Weather Protection / Furnishings,need-shelter-furnishings,Furnishings,Articles de maison,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6-page-004,product-hc-58750,Meuble de rangement de South Shore modèle Libra à trois tiroirs rappellé en raison d'un risque de renversement,,,SRC-HC-RECALLS,Sécurité des produits de consommation,58750,https://recalls-rappels.canada.ca/fr/avis-rappel/meuble-rangement-south-shore-modele-libra-trois-tiroirs-rappelle-en-raison-risque,Current recall / safety evidence,Safety evidence only — current market availability not established,,,,,2019-05-09,False,,,,,,,90,85,,50,67,Health Canada recall / safety notice,French / bilingual source
HC-59095,product_safety_recall,need-shelter,4,Shelter / Housing / Weather Protection / Furnishings,need-shelter-furnishings,Furnishings,Articles de maison,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6-page-004,product-hc-59095,Tasses à café Now Designs rappelées en raison d’un risque de brûlures,,,SRC-HC-RECALLS,Sécurité des produits de consommation,59095,https://recalls-rappels.canada.ca/fr/avis-rappel/tasses-cafe-now-designs-rappelees-en-raison-risque-brulures,Current recall / safety evidence,Safety evidence only — current market availability not established,,Risque de brûlure,Risque de brûlure,,2019-05-14,False,,,,,,,90,85,,85,78,Health Canada recall / safety notice,French / bilingual source
HC-59102,product_safety_recall,need-shelter,4,Shelter / Housing / Weather Protection / Furnishings,need-shelter-furnishings,Furnishings,Articles de maison,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6-page-004,product-hc-59102,Newborn Rock 'N Play Sleeper de Fisher Price rappelés en raison de décès aux États-Unis,,,SRC-HC-RECALLS,Sécurité des produits de consommation,59102,https://recalls-rappels.canada.ca/fr/avis-rappel/newborn-rock-n-play-sleeper-fisher-price-rappeles-en-raison-deces-etats-unis,Current recall / safety evidence,Safety evidence only — current market availability not established,,,,,2019-05-15,False,,,,,,,90,85,,85,67,Health Canada recall / safety notice,French / bilingual source
HC-59131,product_safety_recall,need-shelter,4,Shelter / Housing / Weather Protection / Furnishings,need-shelter-furnishings,Furnishings,Articles de maison,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6-page-004,product-hc-59131,Rock 'N Play Sleeper de Fisher Price rappelés en raison de décès aux États-Unis (vendus sur Amazon.ca),,,SRC-HC-RECALLS,Sécurité des produits de consommation,59131,https://recalls-rappels.canada.ca/fr/avis-rappel/rock-n-play-sleeper-fisher-price-rappeles-en-raison-deces-etats-unis-vendus-sur,Current recall / safety evidence,Safety evidence only — current market availability not established,,,,,2019-05-15,False,,,,,,,90,85,,85,67,Health Canada recall / safety notice,French / bilingual source
HC-59153,product_safety_recall,need-shelter,4,Shelter / Housing / Weather Protection / Furnishings,need-shelter-furnishings,Furnishings,Articles de maison,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6-page-004,product-hc-59153,Couchettes Pillo d'Evenflo rappelées en raison du non-respect des exigences canadiennes,,,SRC-HC-RECALLS,Sécurité des produits de consommation,59153,https://recalls-rappels.canada.ca/fr/avis-rappel/couchettes-pillo-evenflo-rappelees-en-raison-du-non-respect-exigences-canadiennes,Current recall / safety evidence,Safety evidence only — current market availability not established,,,,,2019-06-04,False,,,,,,,90,85,,50,67,Health Canada recall / safety notice,French / bilingual source
HC-59542,product_safety_recall,need-shelter,4,Shelter / Housing / Weather Protection / Furnishings,need-shelter-furnishings,Furnishings,Articles de maison,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6-page-004,product-hc-59542,Paquets de quatre rasoirs jetables Venus Simply3 rappelés en raison d’un risque de coupures,,,SRC-HC-RECALLS,Sécurité des produits de consommation,59542,https://recalls-rappels.canada.ca/fr/avis-rappel/paquets-quatre-rasoirs-jetables-venus-simply3-rappeles-en-raison-risque-coupures,Current recall / safety evidence,Safety evidence only — current market availability not established,,,,,2019-06-27,False,,,,,,,90,85,,50,67,Health Canada recall / safety notice,French / bilingual source
HC-59540,product_safety_recall,need-shelter,4,Shelter / Housing / Weather Protection / Furnishings,need-shelter-furnishings,Furnishings,Articles de maison,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6-page-004,product-hc-59540,"Stokke, LLC rappelle les sièges sauteurs en raison d'un risque de chute",,,SRC-HC-RECALLS,Sécurité des produits de consommation,59540,https://recalls-rappels.canada.ca/fr/avis-rappel/stokke-llc-rappelle-sieges-sauteurs-en-raison-risque-chute,Current recall / safety evidence,Safety evidence only — current market availability not established,,Risque de chute,Risque de chute,,2019-07-01,False,,,,,,,90,85,,65,78,Health Canada recall / safety notice,French / bilingual source
HC-59502,product_safety_recall,need-shelter,4,Shelter / Housing / Weather Protection / Furnishings,need-shelter-furnishings,Furnishings,Articles de maison,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6-page-004,product-hc-59502,"Stokke, LLC rappelle les sièges pour bébés Tripp Trapp en raison d'un risque de chute",,,SRC-HC-RECALLS,Sécurité des produits de consommation,59502,https://recalls-rappels.canada.ca/fr/avis-rappel/stokke-llc-rappelle-sieges-pour-bebes-tripp-trapp-en-raison-risque-chute,Current recall / safety evidence,Safety evidence only — current market availability not established,,Risque de chute,Risque de chute,,2019-07-09,False,,,,,,,90,85,,65,78,Health Canada recall / safety notice,French / bilingual source
HC-59504,product_safety_recall,need-shelter,4,Shelter / Housing / Weather Protection / Furnishings,need-shelter-furnishings,Furnishings,Articles de maison,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6-page-004,product-hc-59504,Postes de travail assis-debout rappelés en raison d'un possible risque de blessures par impact,,,SRC-HC-RECALLS,Sécurité des produits de consommation,59504,https://recalls-rappels.canada.ca/fr/avis-rappel/postes-travail-assis-debout-rappeles-en-raison-possible-risque-blessures-impact,Current recall / safety evidence,Safety evidence only — current market availability not established,,,,,2019-07-10,False,,,,,,,90,85,,65,67,Health Canada recall / safety notice,French / bilingual source
HC-59574,product_safety_recall,need-shelter,4,Shelter / Housing / Weather Protection / Furnishings,need-shelter-furnishings,Furnishings,Articles de maison,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6-page-004,product-hc-59574,Tasses Nevaeh White® de Fitz and Floyd® rappelées en raison d'un risque de brûlures et de lacérations,,,SRC-HC-RECALLS,Sécurité des produits de consommation,59574,https://recalls-rappels.canada.ca/fr/avis-rappel/tasses-nevaeh-whiter-fitz-and-floydr-rappelees-en-raison-risque-brulures-et-lacerations,Current recall / safety evidence,Safety evidence only — current market availability not established,,Risque de brûlure - Risque de lacération,Risque de brûlure - Risque de lacération,,2019-07-11,False,,,,,,,90,85,,85,78,Health Canada recall / safety notice,French / bilingual source
HC-59128,product_safety_recall,need-shelter,4,Shelter / Housing / Weather Protection / Furnishings,need-shelter-furnishings,Furnishings,Articles de maison,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6-page-004,product-hc-59128,Poussettes de course Britax BOB rappellée en raison d'un possible risque de chute,,,SRC-HC-RECALLS,Sécurité des produits de consommation,59128,https://recalls-rappels.canada.ca/fr/avis-rappel/poussettes-course-britax-bob-rappellee-en-raison-possible-risque-chute,Current recall / safety evidence,Safety evidence only — current market availability not established,,Risque de chute,Risque de chute,,2019-07-23,False,,,,,,,90,85,,65,78,Health Canada recall / safety notice,French / bilingual source
HC-59846,product_safety_recall,need-shelter,4,Shelter / Housing / Weather Protection / Furnishings,need-shelter-furnishings,Furnishings,Articles de maison,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6-page-004,product-hc-59846,Supports muraux pour haut-parleurs Mount-Play5 de VIVO rappelés en raison d'un risque de chute et de blessure,,,SRC-HC-RECALLS,Sécurité des produits de consommation,59846,https://recalls-rappels.canada.ca/fr/avis-rappel/supports-muraux-pour-haut-parleurs-mount-play5-vivo-rappeles-en-raison-risque-chute-et,Current recall / safety evidence,Safety evidence only — current market availability not established,,,,,2019-08-01,False,,,,,,,90,85,,65,67,Health Canada recall / safety notice,French / bilingual source
HC-59825,product_safety_recall,need-shelter,4,Shelter / Housing / Weather Protection / Furnishings,need-shelter-furnishings,Furnishings,Articles de maison,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6-page-004,product-hc-59825,Balai de caoutchouc Norwex rappelé en raison d'un risque de lacération,,,SRC-HC-RECALLS,Sécurité des produits de consommation,59825,https://recalls-rappels.canada.ca/fr/avis-rappel/balai-caoutchouc-norwex-rappele-en-raison-risque-laceration,Current recall / safety evidence,Safety evidence only — current market availability not established,,Risque de lacération,Risque de lacération,,2019-08-22,False,,,,,,,90,85,,65,78,Health Canada recall / safety notice,French / bilingual source
HC-59857,product_safety_recall,need-shelter,4,Shelter / Housing / Weather Protection / Furnishings,need-shelter-furnishings,Furnishings,Articles de maison,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6-page-004,product-hc-59857,Housses protectrices en vinyle pour auvents motorisés de SunSetter rappelées en raison de risques d'impact et de chute,,,SRC-HC-RECALLS,Sécurité des produits de consommation,59857,https://recalls-rappels.canada.ca/fr/avis-rappel/housses-protectrices-en-vinyle-pour-auvents-motorises-sunsetter-rappelees-en-raison,Current recall / safety evidence,Safety evidence only — current market availability not established,,,,,2019-08-28,False,,,,,,,90,85,,65,67,Health Canada recall / safety notice,French / bilingual source
HC-59958,product_safety_recall,need-shelter,4,Shelter / Housing / Weather Protection / Furnishings,need-shelter-furnishings,Furnishings,Articles de maison,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6-page-004,product-hc-59958,Supports Humanscale QuickStand Lite rappelés en raison d'un risque de blessures,,,SRC-HC-RECALLS,Sécurité des produits de consommation,59958,https://recalls-rappels.canada.ca/fr/avis-rappel/supports-humanscale-quickstand-lite-rappeles-en-raison-risque-blessures,Current recall / safety evidence,Safety evidence only — current market availability not established,,,,,2019-09-17,False,,,,,,,90,85,,65,67,Health Canada recall / safety notice,French / bilingual source
HC-59589,product_safety_recall,need-shelter,4,Shelter / Housing / Weather Protection / Furnishings,need-shelter-furnishings,Furnishings,Articles de maison,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6-page-004,product-hc-59589,Têtes de coupe Polycut STIHL rappelées en raison d'un risque de blessures en cas d'impact,,,SRC-HC-RECALLS,Sécurité des produits de consommation,59589,https://recalls-rappels.canada.ca/fr/avis-rappel/tetes-coupe-polycut-stihl-rappelees-en-raison-risque-blessures-en-cas-impact,Current recall / safety evidence,Safety evidence only — current market availability not established,,,,,2019-09-18,False,,,,,,,90,85,,65,67,Health Canada recall / safety notice,French / bilingual source
HC-59632,product_safety_recall,need-shelter,4,Shelter / Housing / Weather Protection / Furnishings,need-shelter-furnishings,Furnishings,Articles de maison,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6-page-004,product-hc-59632,Banc de bain en résine de Luyten rappelé en raison de risque de chute,,,SRC-HC-RECALLS,Sécurité des produits de consommation,59632,https://recalls-rappels.canada.ca/fr/avis-rappel/banc-bain-en-resine-luyten-rappele-en-raison-risque-chute,Current recall / safety evidence,Safety evidence only — current market availability not established,,Risque de chute,Risque de chute,,2019-10-03,False,,,,,,,90,85,,65,78,Health Canada recall / safety notice,French / bilingual source
HC-59647,product_safety_recall,need-shelter,4,Shelter / Housing / Weather Protection / Furnishings,need-shelter-furnishings,Furnishings,Articles de maison,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6-page-004,product-hc-59647,Tasses « If I wasn't the best Dad/Grandpa » Indigo rappelées en raison d'un risque de brûlures et de lacérations,,,SRC-HC-RECALLS,Sécurité des produits de consommation,59647,https://recalls-rappels.canada.ca/fr/avis-rappel/tasses-if-wasn-t-best-dadgrandpa-indigo-rappelees-en-raison-risque-brulures-et,Current recall / safety evidence,Safety evidence only — current market availability not established,,Risque de brûlure - Risque de lacération,Risque de brûlure - Risque de lacération,,2019-10-07,False,,,,,,,90,85,,85,78,Health Canada recall / safety notice,French / bilingual source
HC-59699,product_safety_recall,need-shelter,4,Shelter / Housing / Weather Protection / Furnishings,need-shelter-furnishings,Furnishings,Articles de maison,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6-page-004,product-hc-59699,Commodes à trois tiroirs « Mid-Century » rappelées en raison d'un risque de renversement et de coincement,,,SRC-HC-RECALLS,Sécurité des produits de consommation,59699,https://recalls-rappels.canada.ca/fr/avis-rappel/commodes-trois-tiroirs-mid-century-rappelees-en-raison-risque-renversement-et,Current recall / safety evidence,Safety evidence only — current market availability not established,,,,,2019-10-11,False,,,,,,,90,85,,50,67,Health Canada recall / safety notice,French / bilingual source
HC-47973,product_safety_recall,need-shelter,4,Shelter / Housing / Weather Protection / Furnishings,need-shelter-furnishings,Furnishings,Articles de maison,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6-page-004,product-hc-47973,Emballages de trois bonhommes de neige souples rappelés en raison d'un risque de blessures,,,SRC-HC-RECALLS,Sécurité des produits de consommation,47973,https://recalls-rappels.canada.ca/fr/avis-rappel/emballages-trois-bonhommes-neige-souples-rappeles-en-raison-risque-blessures,Current recall / safety evidence,Safety evidence only — current market availability not established,,,,,2019-12-05,False,,,,,,,90,85,,65,67,Health Canada recall / safety notice,French / bilingual source
HC-59938,product_safety_recall,need-shelter,4,Shelter / Housing / Weather Protection / Furnishings,need-shelter-furnishings,Furnishings,Articles de maison,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6-page-004,product-hc-59938,Moïses Bailey de DaVinci rappelés en raison d'un risque de chute,,,SRC-HC-RECALLS,Sécurité des produits de consommation,59938,https://recalls-rappels.canada.ca/fr/avis-rappel/moises-bailey-davinci-rappeles-en-raison-risque-chute,Current recall / safety evidence,Safety evidence only — current market availability not established,,,,,2019-12-05,False,,,,,,,90,85,,65,67,Health Canada recall / safety notice,French / bilingual source
HC-48074,product_safety_recall,need-shelter,4,Shelter / Housing / Weather Protection / Furnishings,need-shelter-furnishings,Furnishings,Articles de maison,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6,product-category-need-shelter-furnishings-articles-de-maison-0212f7d6-page-004,product-hc-48074,Commodes en bois à cinq tiroirs Chadwick rappelées en raison d'un risque de renversement et de coincement,,,SRC-HC-RECALLS,Sécurité des produits de consommation,48074,https://recalls-rappels.canada.ca/fr/avis-rappel/commodes-en-bois-cinq-tiroirs-chadwick-rappelees-en-raison-risque-renversement-et,Current recall / safety evidence,Safety evidence only — current market availability not established,,,,,2019-12-18,False,,,,,,,90,85,,50,67,Health Canada recall / safety notice,French / bilingual source
