archived,availability,catalog_year,category_group,category_group_id,category_original,currency,description,display_language,durability,evidence,evidence_score,extraction_confidence,extraction_method,fulfillment_class,fulfillment_id,fulfillment_score,historical_price_usd,item_name,last_updated,manufacturer,mapping_confidence,model_part_number,need_id,need_match_score,need_path,need_rank,page_id,part_number,product_name,product_node_id,recall_class,recommended_action,record_id,record_kind,record_status,record_type,risk,risk_type,score_status,source_file,source_language,source_page,source_record_id,source_title,source_uid,source_url,source_vendor,spec_text,survival_value,title,total_cost,tree_node_id,tree_path_ids,value_score
True,Historical/current mixed,unknown,Automotive Electrical / Connectors,pg-transport-electrical,Automotive Electrical / Connectors,,on special order cord sets.,English,85,"Waytek Automotive Electrical Supplies Catalog 220, PDF page 12",88,high,explicit_part_number,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,89,,Tapes &,unknown,Waytek,high,10240,need-transportation,90,Transportation / Vehicle Electrical,10,pg-transport-electrical-page-018,10240,Tapes &,item-cat-003433,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-003433,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,15,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Waytek Automotive Electrical Supplies Catalog #220 -- 6acc7f92fc951ed4c0862b279a1aaf4d -- Anna’s Archive.pdf,English,12,10240,Waytek Automotive Electrical Supplies Catalog 220,SRC-0124,,Waytek,on special order cord sets. Stock No. 10240,62,Tapes &,,pg-transport-electrical,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-electrical', 'pg-transport-electrical-page-018', 'item-cat-003433']",
True,Historical/current mixed,unknown,Automotive Electrical / Connectors,pg-transport-electrical,Automotive Electrical / Connectors,,Stock No. 44269,English,84,"Waytek Automotive Electrical Supplies Catalog 220, PDF page 53",88,high,explicit_part_number,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,85,,Stock No. 44269 Stock No. 44280,unknown,Waytek,high,44280,need-transportation,90,Transportation / Vehicle Electrical,10,pg-transport-electrical-page-016,44280,Stock No. 44269 Stock No. 44280,item-cat-003686,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-003686,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,19,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Waytek Automotive Electrical Supplies Catalog #220 -- 6acc7f92fc951ed4c0862b279a1aaf4d -- Anna’s Archive.pdf,English,53,44280,Waytek Automotive Electrical Supplies Catalog 220,SRC-0124,,Waytek,Stock No. 44269 Stock No. 44280,62,Stock No. 44269 Stock No. 44280,,pg-transport-electrical,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-electrical', 'pg-transport-electrical-page-016', 'item-cat-003686']",
True,Historical/current mixed,unknown,Automotive Electrical / Connectors,pg-transport-electrical,Automotive Electrical / Connectors,,Stock No. 44016,English,78,"Waytek Automotive Electrical Supplies Catalog 220, PDF page 54",88,high,explicit_part_number,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,84,,PUSH-PULL SWITCHES PUSH-PULL SWITCH,unknown,Waytek,high,44015,need-transportation,90,Transportation / Vehicle Electrical,10,pg-transport-electrical-page-014,44015,PUSH-PULL SWITCHES PUSH-PULL SWITCH,item-cat-003687,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-003687,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,17,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Waytek Automotive Electrical Supplies Catalog #220 -- 6acc7f92fc951ed4c0862b279a1aaf4d -- Anna’s Archive.pdf,English,54,44015,Waytek Automotive Electrical Supplies Catalog 220,SRC-0124,,Waytek,Stock No. 44044 Stock No. 44041 Stock No. 44015 Stock No. 44016,62,PUSH-PULL SWITCHES PUSH-PULL SWITCH,,pg-transport-electrical,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-electrical', 'pg-transport-electrical-page-014', 'item-cat-003687']",
True,Historical/current mixed,unknown,Automotive Electrical / Connectors,pg-transport-electrical,Automotive Electrical / Connectors,,Stock No. 44044 Stock No. 44041 Stock No. 44015,English,83,"Waytek Automotive Electrical Supplies Catalog 220, PDF page 54",88,high,explicit_part_number,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,84,,PUSH-PULL SWITCHES PUSH-PULL SWITCH,unknown,Waytek,high,44016,need-transportation,90,Transportation / Vehicle Electrical,10,pg-transport-electrical-page-014,44016,PUSH-PULL SWITCHES PUSH-PULL SWITCH,item-cat-003688,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-003688,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,19,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Waytek Automotive Electrical Supplies Catalog #220 -- 6acc7f92fc951ed4c0862b279a1aaf4d -- Anna’s Archive.pdf,English,54,44016,Waytek Automotive Electrical Supplies Catalog 220,SRC-0124,,Waytek,Stock No. 44044 Stock No. 44041 Stock No. 44015 Stock No. 44016,62,PUSH-PULL SWITCHES PUSH-PULL SWITCH,,pg-transport-electrical,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-electrical', 'pg-transport-electrical-page-014', 'item-cat-003688']",
True,Historical/current mixed,unknown,Automotive Electrical / Connectors,pg-transport-electrical,Automotive Electrical / Connectors,,Stock No. 44033,English,86,"Waytek Automotive Electrical Supplies Catalog 220, PDF page 54",88,high,explicit_part_number,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,82,,Stock No. 44033,unknown,Waytek,high,44033,need-transportation,90,Transportation / Vehicle Electrical,10,pg-transport-electrical-page-016,44033,Stock No. 44033,item-cat-003689,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-003689,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,14,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Waytek Automotive Electrical Supplies Catalog #220 -- 6acc7f92fc951ed4c0862b279a1aaf4d -- Anna’s Archive.pdf,English,54,44033,Waytek Automotive Electrical Supplies Catalog 220,SRC-0124,,Waytek,Stock No. 44033,62,Stock No. 44033,,pg-transport-electrical,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-electrical', 'pg-transport-electrical-page-016', 'item-cat-003689']",
True,Historical/current mixed,unknown,Automotive Electrical / Connectors,pg-transport-electrical,Automotive Electrical / Connectors,,Stock No. 44015 Stock No. 44016,English,83,"Waytek Automotive Electrical Supplies Catalog 220, PDF page 54",88,high,explicit_part_number,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,82,,PUSH-PULL SWITCHES PUSH-PULL SWITCH,unknown,Waytek,high,44041,need-transportation,90,Transportation / Vehicle Electrical,10,pg-transport-electrical-page-014,44041,PUSH-PULL SWITCHES PUSH-PULL SWITCH,item-cat-003690,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-003690,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,15,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Waytek Automotive Electrical Supplies Catalog #220 -- 6acc7f92fc951ed4c0862b279a1aaf4d -- Anna’s Archive.pdf,English,54,44041,Waytek Automotive Electrical Supplies Catalog 220,SRC-0124,,Waytek,Stock No. 44044 Stock No. 44041 Stock No. 44015 Stock No. 44016,62,PUSH-PULL SWITCHES PUSH-PULL SWITCH,,pg-transport-electrical,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-electrical', 'pg-transport-electrical-page-014', 'item-cat-003690']",
True,Historical/current mixed,unknown,Automotive Electrical / Connectors,pg-transport-electrical,Automotive Electrical / Connectors,,Stock No. 44041 Stock No. 44015 Stock No. 44016,English,86,"Waytek Automotive Electrical Supplies Catalog 220, PDF page 54",88,high,explicit_part_number,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,85,,PUSH-PULL SWITCHES PUSH-PULL SWITCH,unknown,Waytek,high,44044,need-transportation,90,Transportation / Vehicle Electrical,10,pg-transport-electrical-page-014,44044,PUSH-PULL SWITCHES PUSH-PULL SWITCH,item-cat-003691,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-003691,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,25,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Waytek Automotive Electrical Supplies Catalog #220 -- 6acc7f92fc951ed4c0862b279a1aaf4d -- Anna’s Archive.pdf,English,54,44044,Waytek Automotive Electrical Supplies Catalog 220,SRC-0124,,Waytek,Stock No. 44044 Stock No. 44041 Stock No. 44015 Stock No. 44016,62,PUSH-PULL SWITCHES PUSH-PULL SWITCH,,pg-transport-electrical,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-electrical', 'pg-transport-electrical-page-014', 'item-cat-003691']",
True,Historical/current mixed,unknown,Automotive Electrical / Connectors,pg-transport-electrical,Automotive Electrical / Connectors,,Stock No. 44091,English,82,"Waytek Automotive Electrical Supplies Catalog 220, PDF page 54",88,high,explicit_part_number,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,88,,Stock No. 44090 Stock No. 44091,unknown,Waytek,high,44090,need-transportation,90,Transportation / Vehicle Electrical,10,pg-transport-electrical-page-016,44090,Stock No. 44090 Stock No. 44091,item-cat-003692,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-003692,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,16,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Waytek Automotive Electrical Supplies Catalog #220 -- 6acc7f92fc951ed4c0862b279a1aaf4d -- Anna’s Archive.pdf,English,54,44090,Waytek Automotive Electrical Supplies Catalog 220,SRC-0124,,Waytek,Stock No. 44090 Stock No. 44091,62,Stock No. 44090 Stock No. 44091,,pg-transport-electrical,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-electrical', 'pg-transport-electrical-page-016', 'item-cat-003692']",
True,Historical/current mixed,unknown,Automotive Electrical / Connectors,pg-transport-electrical,Automotive Electrical / Connectors,,Stock No. 44090,English,80,"Waytek Automotive Electrical Supplies Catalog 220, PDF page 54",88,high,explicit_part_number,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,81,,Stock No. 44090 Stock No. 44091,unknown,Waytek,high,44091,need-transportation,90,Transportation / Vehicle Electrical,10,pg-transport-electrical-page-016,44091,Stock No. 44090 Stock No. 44091,item-cat-003693,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-003693,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,23,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Waytek Automotive Electrical Supplies Catalog #220 -- 6acc7f92fc951ed4c0862b279a1aaf4d -- Anna’s Archive.pdf,English,54,44091,Waytek Automotive Electrical Supplies Catalog 220,SRC-0124,,Waytek,Stock No. 44090 Stock No. 44091,62,Stock No. 44090 Stock No. 44091,,pg-transport-electrical,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-electrical', 'pg-transport-electrical-page-016', 'item-cat-003693']",
True,Historical/current mixed,unknown,Automotive Electrical / Connectors,pg-transport-electrical,Automotive Electrical / Connectors,,Stock No. 44093,English,86,"Waytek Automotive Electrical Supplies Catalog 220, PDF page 54",88,high,explicit_part_number,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,83,,Stock No. 44092 Stock No. 44093,unknown,Waytek,high,44092,need-transportation,90,Transportation / Vehicle Electrical,10,pg-transport-electrical-page-016,44092,Stock No. 44092 Stock No. 44093,item-cat-003694,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-003694,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,25,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Waytek Automotive Electrical Supplies Catalog #220 -- 6acc7f92fc951ed4c0862b279a1aaf4d -- Anna’s Archive.pdf,English,54,44092,Waytek Automotive Electrical Supplies Catalog 220,SRC-0124,,Waytek,Stock No. 44092 Stock No. 44093,62,Stock No. 44092 Stock No. 44093,,pg-transport-electrical,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-electrical', 'pg-transport-electrical-page-016', 'item-cat-003694']",
True,Historical/current mixed,unknown,Automotive Electrical / Connectors,pg-transport-electrical,Automotive Electrical / Connectors,,Stock No. 44092,English,82,"Waytek Automotive Electrical Supplies Catalog 220, PDF page 54",88,high,explicit_part_number,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,82,,Stock No. 44092 Stock No. 44093,unknown,Waytek,high,44093,need-transportation,90,Transportation / Vehicle Electrical,10,pg-transport-electrical-page-016,44093,Stock No. 44092 Stock No. 44093,item-cat-003695,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-003695,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,18,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Waytek Automotive Electrical Supplies Catalog #220 -- 6acc7f92fc951ed4c0862b279a1aaf4d -- Anna’s Archive.pdf,English,54,44093,Waytek Automotive Electrical Supplies Catalog 220,SRC-0124,,Waytek,Stock No. 44092 Stock No. 44093,62,Stock No. 44092 Stock No. 44093,,pg-transport-electrical,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-electrical', 'pg-transport-electrical-page-016', 'item-cat-003695']",
True,Historical/current mixed,unknown,Batteries / Chargers / Power Packs,pg-energy-batteries,Batteries / Chargers / Power Packs,,battery circuit only.,English,84,"Waytek Automotive Electrical Supplies Catalog 220, PDF page 55",88,high,explicit_part_number,need-energy-batteries,need-energy-batteries,80,,Connectors,unknown,Waytek,high,44029,need-energy,90,Energy / Batteries,9,pg-energy-batteries-page-001,44029,Connectors,item-cat-003696,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-003696,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,25,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Waytek Automotive Electrical Supplies Catalog #220 -- 6acc7f92fc951ed4c0862b279a1aaf4d -- Anna’s Archive.pdf,English,55,44029,Waytek Automotive Electrical Supplies Catalog 220,SRC-0124,,Waytek,Stock No. 44029 battery circuit only.,66,Connectors,,pg-energy-batteries,"['human-consumer', 'human-needs', 'need-energy', 'need-energy-batteries', 'pg-energy-batteries', 'pg-energy-batteries-page-001', 'item-cat-003696']",
True,Historical/current mixed,unknown,Batteries / Chargers / Power Packs,pg-energy-batteries,Batteries / Chargers / Power Packs,,"DPST (on-off) for battery and amps, 50 amp continuous.",English,85,"Waytek Automotive Electrical Supplies Catalog 220, PDF page 55",88,high,explicit_part_number,need-energy-batteries,need-energy-batteries,88,,Cable Ties,unknown,Waytek,high,44030,need-energy,90,Energy / Batteries,9,pg-energy-batteries-page-001,44030,Cable Ties,item-cat-003697,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-003697,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,24,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Waytek Automotive Electrical Supplies Catalog #220 -- 6acc7f92fc951ed4c0862b279a1aaf4d -- Anna’s Archive.pdf,English,55,44030,Waytek Automotive Electrical Supplies Catalog 220,SRC-0124,,Waytek,"Stock No. 44030 DPST (on-off) for battery and amps, 50 amp continuous.",66,Cable Ties,,pg-energy-batteries,"['human-consumer', 'human-needs', 'need-energy', 'need-energy-batteries', 'pg-energy-batteries', 'pg-energy-batteries-page-001', 'item-cat-003697']",
True,Historical/current mixed,unknown,Automotive Electrical / Connectors,pg-transport-electrical,Automotive Electrical / Connectors,,maximum load of 500,English,86,"Waytek Automotive Electrical Supplies Catalog 220, PDF page 55",88,high,explicit_part_number,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,83,,Cable Ties,unknown,Waytek,high,44031,need-transportation,90,Transportation / Vehicle Electrical,10,pg-transport-electrical-page-009,44031,Cable Ties,item-cat-003698,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-003698,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,18,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Waytek Automotive Electrical Supplies Catalog #220 -- 6acc7f92fc951ed4c0862b279a1aaf4d -- Anna’s Archive.pdf,English,55,44031,Waytek Automotive Electrical Supplies Catalog 220,SRC-0124,,Waytek,Lever Operated Stock No. 44031 maximum load of 500,62,Cable Ties,,pg-transport-electrical,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-electrical', 'pg-transport-electrical-page-009', 'item-cat-003698']",
True,Historical/current mixed,unknown,Automotive Electrical / Connectors,pg-transport-electrical,Automotive Electrical / Connectors,,Stock No. 44032,English,86,"Waytek Automotive Electrical Supplies Catalog 220, PDF page 55",88,high,explicit_part_number,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,81,,Stock No. 44032,unknown,Waytek,high,44032,need-transportation,90,Transportation / Vehicle Electrical,10,pg-transport-electrical-page-016,44032,Stock No. 44032,item-cat-003699,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-003699,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,26,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Waytek Automotive Electrical Supplies Catalog #220 -- 6acc7f92fc951ed4c0862b279a1aaf4d -- Anna’s Archive.pdf,English,55,44032,Waytek Automotive Electrical Supplies Catalog 220,SRC-0124,,Waytek,Stock No. 44032,62,Stock No. 44032,,pg-transport-electrical,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-electrical', 'pg-transport-electrical-page-016', 'item-cat-003699']",
True,Historical/current mixed,unknown,Automotive Electrical / Connectors,pg-transport-electrical,Automotive Electrical / Connectors,,Stock No. 44034,English,79,"Waytek Automotive Electrical Supplies Catalog 220, PDF page 55",88,high,explicit_part_number,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,89,,Stock No. 44034,unknown,Waytek,high,44034,need-transportation,90,Transportation / Vehicle Electrical,10,pg-transport-electrical-page-016,44034,Stock No. 44034,item-cat-003700,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-003700,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,18,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Waytek Automotive Electrical Supplies Catalog #220 -- 6acc7f92fc951ed4c0862b279a1aaf4d -- Anna’s Archive.pdf,English,55,44034,Waytek Automotive Electrical Supplies Catalog 220,SRC-0124,,Waytek,Stock No. 44034,62,Stock No. 44034,,pg-transport-electrical,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-electrical', 'pg-transport-electrical-page-016', 'item-cat-003700']",
True,Historical/current mixed,unknown,Automotive Electrical / Connectors,pg-transport-electrical,Automotive Electrical / Connectors,,Waterproof Cover,English,78,"Waytek Automotive Electrical Supplies Catalog 220, PDF page 55",88,high,explicit_part_number,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,83,,Waterproof Cover Stock No. 44075,unknown,Waytek,high,44075,need-transportation,90,Transportation / Vehicle Electrical,10,pg-transport-electrical-page-020,44075,Waterproof Cover Stock No. 44075,item-cat-003701,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-003701,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,16,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Waytek Automotive Electrical Supplies Catalog #220 -- 6acc7f92fc951ed4c0862b279a1aaf4d -- Anna’s Archive.pdf,English,55,44075,Waytek Automotive Electrical Supplies Catalog 220,SRC-0124,,Waytek,Waterproof Cover Stock No. 44075,62,Waterproof Cover Stock No. 44075,,pg-transport-electrical,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-electrical', 'pg-transport-electrical-page-020', 'item-cat-003701']",
True,Historical/current mixed,unknown,Automotive Electrical / Connectors,pg-transport-electrical,Automotive Electrical / Connectors,,"Lever Operated At 24 volts, it has a",English,86,"Waytek Automotive Electrical Supplies Catalog 220, PDF page 55",88,high,explicit_part_number,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,87,,Cable Ties,unknown,Waytek,high,44077,need-transportation,90,Transportation / Vehicle Electrical,10,pg-transport-electrical-page-009,44077,Cable Ties,item-cat-003702,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-003702,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,17,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Waytek Automotive Electrical Supplies Catalog #220 -- 6acc7f92fc951ed4c0862b279a1aaf4d -- Anna’s Archive.pdf,English,55,44077,Waytek Automotive Electrical Supplies Catalog 220,SRC-0124,,Waytek,"Lever Operated At 24 volts, it has a Stock No. 44077",62,Cable Ties,,pg-transport-electrical,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-electrical', 'pg-transport-electrical-page-009', 'item-cat-003702']",
True,Historical/current mixed,unknown,Automotive Electrical / Connectors,pg-transport-electrical,Automotive Electrical / Connectors,,Stock No. 44078,English,83,"Waytek Automotive Electrical Supplies Catalog 220, PDF page 55",88,high,explicit_part_number,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,80,,Stock No. 44078,unknown,Waytek,high,44078,need-transportation,90,Transportation / Vehicle Electrical,10,pg-transport-electrical-page-016,44078,Stock No. 44078,item-cat-003703,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-003703,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,25,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Waytek Automotive Electrical Supplies Catalog #220 -- 6acc7f92fc951ed4c0862b279a1aaf4d -- Anna’s Archive.pdf,English,55,44078,Waytek Automotive Electrical Supplies Catalog 220,SRC-0124,,Waytek,Stock No. 44078,62,Stock No. 44078,,pg-transport-electrical,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-electrical', 'pg-transport-electrical-page-016', 'item-cat-003703']",
True,Historical/current mixed,unknown,Automotive Electrical / Connectors,pg-transport-electrical,Automotive Electrical / Connectors,,"in diameter and 25/32"" long.",English,82,"Waytek Automotive Electrical Supplies Catalog 220, PDF page 55",88,high,explicit_part_number,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,79,,Cable,unknown,Waytek,high,44080,need-transportation,90,Transportation / Vehicle Electrical,10,pg-transport-electrical-page-008,44080,Cable,item-cat-003704,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-003704,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,21,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Waytek Automotive Electrical Supplies Catalog #220 -- 6acc7f92fc951ed4c0862b279a1aaf4d -- Anna’s Archive.pdf,English,55,44080,Waytek Automotive Electrical Supplies Catalog 220,SRC-0124,,Waytek,"in diameter and 25/32"" long. Stock No. 44080",62,Cable,,pg-transport-electrical,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-electrical', 'pg-transport-electrical-page-008', 'item-cat-003704']",
True,Historical/current mixed,unknown,Automotive Electrical / Connectors,pg-transport-electrical,Automotive Electrical / Connectors,,Stock No. 48001,English,83,"Waytek Automotive Electrical Supplies Catalog 220, PDF page 55",88,high,explicit_part_number,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,84,,Stock No. 48001,unknown,Waytek,high,48001,need-transportation,90,Transportation / Vehicle Electrical,10,pg-transport-electrical-page-018,48001,Stock No. 48001,item-cat-003705,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-003705,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,16,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Waytek Automotive Electrical Supplies Catalog #220 -- 6acc7f92fc951ed4c0862b279a1aaf4d -- Anna’s Archive.pdf,English,55,48001,Waytek Automotive Electrical Supplies Catalog 220,SRC-0124,,Waytek,Stock No. 48001,62,Stock No. 48001,,pg-transport-electrical,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-electrical', 'pg-transport-electrical-page-018', 'item-cat-003705']",
True,Historical/current mixed,unknown,Automotive Electrical / Connectors,pg-transport-electrical,Automotive Electrical / Connectors,,Stock No. 48002,English,83,"Waytek Automotive Electrical Supplies Catalog 220, PDF page 55",88,high,explicit_part_number,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,80,,Stock No. 48002,unknown,Waytek,high,48002,need-transportation,90,Transportation / Vehicle Electrical,10,pg-transport-electrical-page-018,48002,Stock No. 48002,item-cat-003706,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-003706,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,18,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Waytek Automotive Electrical Supplies Catalog #220 -- 6acc7f92fc951ed4c0862b279a1aaf4d -- Anna’s Archive.pdf,English,55,48002,Waytek Automotive Electrical Supplies Catalog 220,SRC-0124,,Waytek,Stock No. 48002,62,Stock No. 48002,,pg-transport-electrical,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-electrical', 'pg-transport-electrical-page-018', 'item-cat-003706']",
True,Historical/current mixed,unknown,Automotive Electrical / Connectors,pg-transport-electrical,Automotive Electrical / Connectors,,Black Stock No. 47212 Red,English,85,"Waytek Automotive Electrical Supplies Catalog 220, PDF page 56",88,high,explicit_part_number,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,80,,Black Stock No. 47212 Red Stock No. 47210,unknown,Waytek,high,47210,need-transportation,90,Transportation / Vehicle Electrical,10,pg-transport-electrical-page-008,47210,Black Stock No. 47212 Red Stock No. 47210,item-cat-003707,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-003707,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,15,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Waytek Automotive Electrical Supplies Catalog #220 -- 6acc7f92fc951ed4c0862b279a1aaf4d -- Anna’s Archive.pdf,English,56,47210,Waytek Automotive Electrical Supplies Catalog 220,SRC-0124,,Waytek,Black Stock No. 47212 Red Stock No. 47210,62,Black Stock No. 47212 Red Stock No. 47210,,pg-transport-electrical,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-electrical', 'pg-transport-electrical-page-008', 'item-cat-003707']",
True,Historical/current mixed,unknown,Automotive Electrical / Connectors,pg-transport-electrical,Automotive Electrical / Connectors,,Red Stock No. 47213,English,84,"Waytek Automotive Electrical Supplies Catalog 220, PDF page 56",88,high,explicit_part_number,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,85,,Black Stock No. 47211 Red Stock No. 47213,unknown,Waytek,high,47211,need-transportation,90,Transportation / Vehicle Electrical,10,pg-transport-electrical-page-008,47211,Black Stock No. 47211 Red Stock No. 47213,item-cat-003708,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-003708,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,16,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Waytek Automotive Electrical Supplies Catalog #220 -- 6acc7f92fc951ed4c0862b279a1aaf4d -- Anna’s Archive.pdf,English,56,47211,Waytek Automotive Electrical Supplies Catalog 220,SRC-0124,,Waytek,Black Stock No. 47211 Red Stock No. 47213,62,Black Stock No. 47211 Red Stock No. 47213,,pg-transport-electrical,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-electrical', 'pg-transport-electrical-page-008', 'item-cat-003708']",
