node_id,parent_id,label,type,sector,sort,priority_rank,description,meta,source_uid
src_src_0212,catalog_stats,"Ethnic Demography: Canadian Immigrant, Racial and Cultural Variations",source,Human / Consumer; Public / Government,50,,No individual profiling/decisioning.,Canadian Demography Reference,SRC-0212
src_src_0213,catalog_reference,America’s Diverse Population,source,Human / Consumer; Public / Government,51,,Aggregate-only demographic modelling.,Demographic Profile Reference,SRC-0213
src_src_0214,catalog_reference,Giant Book of Games,source,Human / Consumer,52,,Useful for recreation/program design.,Recreation Activity Reference,SRC-0214
src_src_0300,catalog_reference,Ruger firearms collector catalog,source,Reference Sensitive,53,,"Do not build acquisition, sourcing, pricing, or recommendation flows.",Firearms Collector Reference,SRC-0300
src_src_0301,catalog_reference,U.S. Military Vehicles standard catalog,source,Transportation Reference; Public / Government,54,,EPUB not fully indexed in current file results.,Historical Military Vehicle Reference,SRC-0301
src_src_0302,catalog_reference,Kershaw / Shun Knife Catalog,source,Human / Consumer; Market / Exchange,55,,Housewares cutlery okay; avoid weapon-use workflows.,Kitchen Cutlery Catalog,SRC-0302
src_src_0303,catalog_reference,CRKT Knife Catalog,source,Reference Sensitive,56,,No acquisition/deal-finding/carry guidance.,Knife/Tool Catalog,SRC-0303
src_src_0304,catalog_reference,Byrd / Spyderco Knife Catalog,source,Reference Sensitive,57,,No acquisition/deal-finding/carry guidance.,Knife Catalog,SRC-0304
src_src_0305,catalog_reference,Victorinox New Products catalog,source,Reference Sensitive,58,,Image-based; lower priority.,Knife/Multitool Catalog,SRC-0305
src_src_0306,catalog_reference,Great Wines of Europe,source,Reference Regulated,59,,No alcohol retail recommendation workflow.,Wine Region Reference,SRC-0306
src_src_0400,catalog_industrial,Home Depot / Lowe's / RONA / Home Hardware catalog access paths,source,Human / Consumer; Market / Exchange,60,,Acquire via feeds/APIs/public downloadable data where available.,Online Acquisition Target,SRC-0400
src_src_0401,catalog_priority,Grainger / Fastenal / Gregg / Red Deer Bolt / Richelieu / Accuride / Blum,source,Business / Commercial; Market / Exchange,61,,High value for property and hardware bricks.,Online Acquisition Target,SRC-0401
src_src_0402,catalog_industrial,NAPA / RockAuto / auto parts fitment sources,source,Human / Consumer; Market / Exchange,62,,Full fitment may require license/commercial access.,Online Acquisition Target,SRC-0402
src_src_0403,catalog_reference,Best Buy / Canadian Tire / Staples / Dollarama,source,Human / Consumer; Market / Exchange,63,,Good broad consumer coverage.,Online Acquisition Target,SRC-0403
src_src_0404,catalog_industrial,"Windows, doors, stairs, railings, garage doors, fire doors, HVAC, water heaters, electrical, ducting, lighting",source,Shelter / Housing; Business / Commercial,64,,Important modular construction/component layer.,Online Acquisition Target,SRC-0404
src_src_0405,catalog_reference,"Computer, IT and communications product catalogs",source,Information / Records; Market / Exchange,65,,Combine product identity with regulatory/frequency notes.,Online Acquisition Target,SRC-0405
src_src_0406,catalog_reference,Furniture and furnishings catalogs including La-Z-Boy,source,Human / Consumer; Market / Exchange,66,,Useful for shelter/household domain.,Online Acquisition Target,SRC-0406
